,city,month,latitude,longitude,hours_of_sun,temp,humidity,precip,cloudcover,avg_mth_en_consumption_house_kwh,energy_price_eur_kwh,solar_panel_power_kwh,monthly_energy_produced_kwh,montlhy_energy_cost_eur,montlhy_solar_panel_cost_saved,money_saved,encoded_city,country
0,amsterdam,1,52.37,4.908,257.81194444444446,5.683870967741935,86.51612903225806,1.488483870967742,86.80000000000001,326,0.0595,405,13.78262654999999,19.397,0.8200662797249993,4.0,0,netherlands
1,amsterdam,2,52.37,4.908,277.9766666666667,6.867857142857143,79.45,3.6377142857142855,77.60357142857143,283,0.0595,405,25.21402246607143,16.8385,1.50023433673125,9.0,0,netherlands
2,amsterdam,3,52.37,4.908,368.84777777777776,7.6,68.62258064516129,0.6335161290322581,39.05483870967742,285,0.0595,405,91.0419235983871,16.9575,5.4169944541040325,32.0,0,netherlands
3,amsterdam,4,52.37,4.908,418.5422222222222,9.473333333333333,69.76666666666667,1.4294,71.04333333333334,267,0.0595,405,49.084329839999995,15.8865,2.9205176254799996,18.0,0,netherlands
4,amsterdam,5,52.37,4.908,488.3569444444445,13.764516129032257,73.1258064516129,1.2747741935483872,70.98387096774194,274,0.0595,405,57.38942386088709,16.303,3.414670719722782,21.0,0,netherlands
5,amsterdam,6,52.37,4.908,501.446388888889,16.846666666666668,72.56666666666666,2.4974,61.35666666666667,289,0.0595,405,78.47911781625,17.1955,4.669507510066874,27.0,0,netherlands
6,amsterdam,7,52.37,4.908,503.27722222222224,18.570967741935487,69.99354838709678,0.8619032258064516,71.27741935483871,310,0.0595,405,58.544453438709674,18.445,3.4833949796032253,19.0,0,netherlands
7,amsterdam,8,52.37,4.908,453.6025,20.1,71.39032258064516,1.2141935483870965,53.777419354838706,320,0.0595,405,84.91504645524195,19.04,5.052445264086896,27.0,0,netherlands
8,amsterdam,9,52.37,4.908,379.6438888888889,15.270000000000001,77.45333333333333,4.3938,74.99666666666667,299,0.0595,405,38.444068942499996,17.790499999999998,2.2874221020787497,13.0,0,netherlands
9,amsterdam,10,52.37,4.908,329.1738888888889,13.493548387096775,84.76129032258065,1.6409677419354838,78.87741935483871,308,0.0595,405,28.159658158064516,18.326,1.6754996604048387,9.0,0,netherlands
10,amsterdam,11,52.37,4.908,263.3627777777778,8.9,88.33666666666666,3.2854666666666663,80.8,329,0.0595,405,20.47908960000001,19.575499999999998,1.2185058312000006,6.0,0,netherlands
11,amsterdam,12,52.37,4.908,241.05333333333334,4.206451612903226,90.12903225806451,2.0656451612903224,81.4,342,0.0595,405,18.158547599999995,20.349,1.0804335821999997,5.0,0,netherlands
12,athens,1,37.97599999999999,23.736,306.12888888888887,7.929032258064517,69.70322580645161,2.6356451612903227,48.483870967741936,287,0.295,405,63.87083012903226,84.66499999999999,18.841894888064516,22.0,1,greece
13,athens,2,37.976,23.736,302.26944444444445,10.37857142857143,70.1,0.7201785714285714,49.146428571428565,287,0.295,405,62.25449717410715,84.66499999999999,18.36507666636161,22.0,1,greece
14,athens,3,37.97599999999999,23.736,371.0186111111111,8.861290322580645,64.32903225806452,1.4089032258064518,51.5,308,0.295,405,72.87733068749999,90.86,21.498812552812495,24.0,1,greece
15,athens,4,37.976,23.736,395.83222222222224,15.94,56.70666666666667,0.08966666666666666,33.346666666666664,333,0.295,405,106.85332506000003,98.235,31.521730892700006,32.0,1,greece
16,athens,5,37.97599999999999,23.736,441.1277777777778,20.641935483870967,49.66129032258065,0.2374838709677419,30.316129032258065,364,0.295,405,124.4949391451613,107.38,36.72600704782258,34.0,1,greece
17,athens,6,37.976,23.736,442.61305555555555,26.45,46.57666666666667,0.15506666666666666,27.933333333333334,401,0.295,405,129.185472525,118.29499999999999,38.109714394875,32.0,1,greece
18,athens,7,37.97599999999999,23.736,449.41333333333336,28.193548387096776,37.351612903225806,0.19503225806451613,13.087096774193547,456,0.295,405,158.19226107096776,134.51999999999998,46.66671701593549,35.0,1,greece
19,athens,8,37.97599999999999,23.736,421.4794444444444,27.529032258064515,50.34838709677419,1.7751612903225804,25.135483870967743,442,0.295,405,127.79311139999999,130.39,37.69896786299999,29.0,1,greece
20,athens,9,37.976,23.736,372.8036111111111,23.790000000000003,56.07666666666667,0.7273,24.23,372,0.295,405,114.40168493625,109.74,33.74849705619375,31.0,1,greece
21,athens,10,37.97599999999999,23.736,347.425,19.393548387096775,54.49032258064516,0.4822903225806452,27.848387096774193,330,0.295,405,101.52246015725805,97.35,29.949125746391125,31.0,1,greece
22,athens,11,37.976,23.736,304.10555555555555,15.95,66.93666666666667,1.5859999999999999,38.980000000000004,291,0.295,405,75.15391005,85.845,22.170403464749995,26.0,1,greece
23,athens,12,37.97599999999999,23.736,296.97305555555556,13.212903225806452,75.96129032258065,0.9469677419354838,48.21290322580645,279,0.295,405,62.286458087903235,82.30499999999999,18.374505135931454,22.0,1,greece
24,belgrade,1,44.813,20.463,286.6377777777778,1.6548387096774193,80.33548387096775,3.809903225806452,39.645161290322584,260,0.0617,405,70.06490622580645,16.041999999999998,4.323004714132258,27.0,2,serbia
25,belgrade,2,44.813,20.463,292.28027777777777,6.289285714285714,70.61071428571428,0.5712142857142857,33.30714285714286,244,0.0617,405,78.94667758660714,15.0548,4.87101000709366,32.0,2,serbia
26,belgrade,3,44.813,20.463,370.0572222222222,6.287096774193548,55.770967741935486,0.43529032258064515,24.529032258064515,274,0.0617,405,113.11073555806452,16.9058,6.97893238393258,41.0,2,serbia
27,belgrade,4,44.813,20.463,405.05444444444447,11.723333333333333,65.98666666666666,2.2120666666666664,31.55,315,0.0617,405,112.290205725,19.4355,6.9283056932325,36.0,2,serbia
28,belgrade,5,44.813,20.463,460.04305555555555,19.503225806451614,57.15806451612904,0.9835806451612903,20.55483870967742,352,0.0617,405,148.02018873387095,21.7184,9.132845644879838,42.0,2,serbia
29,belgrade,6,44.813,20.463,465.8647222222222,23.916666666666668,61.07666666666667,1.2883666666666669,17.833333333333332,376,0.0617,405,155.0281329375,23.199199999999998,9.56523580224375,41.0,2,serbia
30,belgrade,7,44.813,20.463,470.88416666666666,25.0,53.751612903225805,2.075741935483871,12.306451612903226,398,0.0617,405,167.23868898991935,24.5566,10.318627110678024,42.0,2,serbia
31,belgrade,8,44.813,20.463,434.53694444444443,24.42258064516129,65.16774193548387,2.7838064516129033,39.987096774193546,370,0.0617,405,105.61518555967743,22.829,6.516456949032097,29.0,2,serbia
32,belgrade,9,44.813,20.463,375.60805555555555,17.603333333333335,77.90333333333334,3.2565666666666666,54.99333333333333,323,0.0617,405,68.46470954250002,19.9291,4.224272578772251,21.0,2,serbia
33,belgrade,10,44.813,20.463,339.9291666666667,14.725806451612904,77.31935483870969,0.24890322580645158,40.354838709677416,306,0.0617,405,82.11427639112902,18.8802,5.06645085333266,27.0,2,serbia
34,belgrade,11,44.813,20.463,287.6088888888889,8.856666666666666,89.12333333333332,2.030666666666667,61.07,276,0.0617,405,45.346286879999994,17.0292,2.7978659004959994,16.0,2,serbia
35,belgrade,12,44.813,20.463,274.6080555555556,6.267741935483872,80.94193548387096,2.281096774193548,57.71290322580645,260,0.0617,405,47.030128552016144,16.041999999999998,2.901758931659396,18.0,2,serbia
36,berlin,1,52.516,13.377,257.11,3.7225806451612904,84.15806451612903,0.9963870967741936,59.364285714285714,395,0.233,405,42.313786424999996,92.03500000000001,9.859112237025,11.0,3,germany
37,berlin,2,52.516,13.377,277.6072222222222,5.228571428571429,77.21785714285714,2.0112857142857146,72.74285714285715,348,0.233,405,30.645457842857144,81.084,7.140391677385715,9.0,3,germany
